DCA License Number,License Expiration Date,License Creation Date,Industry,Detail,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
2102636-DCA,03/31/2025,11/16/2021,Garage and Parking Lot,"Vehicle Spaces: 188, Bicycle Spaces: 18",107 PARK OPS LLC,,102,W 107TH ST,,NEW YORK,NY,10025,9177838974,Manhattan,1,107,8,1055973,1018610037,,,-73.96284824782974,40.800105035646524,"(40.800105035646524, -73.96284824782974)"
1399465-DCA,03/31/2025,07/07/2011,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0","CITYVIEW PLAZA, LLC",,3207,37TH AVE,,LONG ISLAND CITY,NY,11101,7182670300,Queens,4,401,26,,,,,-73.93014725189732,40.75447232181874,"(40.75447232181874, -73.93014725189732)"
2098312-DCA,03/31/2025,04/07/2021,Garage,"Vehicle Spaces: 36, Bicycle Spaces: 0",208 WEST 88TH STREET PARKING CORP.,,209,W 88TH ST,,NEW YORK,NY,10024,2127367171,Manhattan,1,107,06,1033300,1012360037,,,-73.97451878465863,40.78918967277499,"(40.78918967277499, -73.97451878465863)"
2104125-DCA,03/31/2025,02/25/2022,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",9-11 PARK MANAGEMENT LLC,,9,PARK AVE,,NEW YORK,NY,10016,6469644323,Manhattan,1,106,02,1018515,1008900003,,,-73.98116095168815,40.74730895679566,"(40.74730895679566, -73.98116095168815)"
2104463-DCA,03/31/2025,03/14/2022,Parking Lot,"Vehicle Spaces: 58, Bicycle Spaces: 6",100 PARKING CORP,,1831,MADISON AVE,,NEW YORK,NY,10035,2127367171,Manhattan,1,111,09,1086498,1017460021,,,-73.94336055348681,40.802012927043286,"(40.802012927043286, -73.94336055348681)"
2018861-DCA,03/31/2025,03/02/2015,Garage,"Vehicle Spaces: 92, Bicycle Spaces: 9",776 SIXTH AVE PARKING CORP,,776,6TH AVE,,NEW YORK,NY,10001,2127367171,Manhattan,1,105,03,1015632,1008280001,MN13,58,-73.99134229210792,40.744889303272,"(40.744889303272, -73.99134229210792)"
1473819-DCA,03/31/2025,09/23/2013,Garage,"Vehicle Spaces: 187, Bicycle Spaces: 19",181 PARK CORP.,,506,W 181ST ST,,NEW YORK,NY,10033,2129299404,Manhattan,1,112,10,1063616,1021520072,MN35,269,-73.9313101890101,40.84829053067262,"(40.84829053067262, -73.9313101890101)"
2018213-DCA,03/31/2025,02/11/2015,Garage,"Vehicle Spaces: 154, Bicycle Spaces: 15",106 Mott Street Parking Corp,,106,MOTT ST,,NEW YORK,NY,10013,2127419009,Manhattan,1,102,01,1087278,1002047501,MN24,41,-73.99733774036191,40.7174804752998,"(40.7174804752998, -73.99733774036191)"
1308597-DCA,03/31/2025,02/03/2009,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10","HOME HOSPITAL PARKING, LLC",,2621,AQUEDUCT AVE,,BRONX,NY,10468,2126279822,Bronx,2,207,14,2014679,2032150032,BX30,265,-73.9003300775404,40.867780010078484,"(40.867780010078484, -73.9003300775404)"
0984363-DCA,03/31/2025,05/07/1998,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 8",520 WEST PARKING CORP.,,520,W 43RD ST,,NEW YORK,NY,10036,2127367171,Manhattan,1,104,3,1085659,1010710042,MN15,129,-73.99624586489067,40.76082282118298,"(40.76082282118298, -73.99624586489067)"
2083100-DCA,03/31/2025,03/13/2019,Garage,"Vehicle Spaces: 1580, Bicycle Spaces: 34",ISABEL PARKING LLC,,30,E 161ST ST,,BRONX,NY,10451,6465840409,Bronx,2,204,08,2000000,2024990001,BX63,63,-73.92787966958188,40.82862533094477,"(40.82862533094477, -73.92787966958188)"
1130687-DCA,03/31/2025,01/21/2003,Garage,"Vehicle Spaces: 59, Bicycle Spaces: 6",165 EAST PARKING CORP.,,165,E 72ND ST,,NEW YORK,NY,10021,2127367171,Manhattan,1,108,4,1042850,1014070033,MN40,128,-73.96149668214204,40.770134846285615,"(40.770134846285615, -73.96149668214204)"
2090586-DCA,03/31/2025,09/17/2019,Garage,"Vehicle Spaces: 27, Bicycle Spaces: 0",A & J PARKING LLC,,1035,ANDERSON AVE,,BRONX,NY,10452,9143143157,Bronx,2,204,08,2003143,2025080031,BX26,189,-73.92646534795769,40.833227323231135,"(40.833227323231135, -73.92646534795769)"
0904077-DCA,03/31/2025,03/30/1995,Garage and Parking Lot,"Vehicle Spaces: 290, Bicycle Spaces: 20","FIELD LAGUARDIA ASSOCIATES, INC.",HOLIDAY INN CROWN PLAZA,10404,DITMARS BLVD,,EAST ELMHURST,NY,11369,7184576300,Queens,4,403,21,4312893,4016400025,QN27,357,-73.86656995635967,40.76771452006577,"(40.76771452006577, -73.86656995635967)"
1356253-DCA,03/31/2025,05/27/2010,Garage,"Vehicle Spaces: 135, Bicycle Spaces: 14",EAST 124 GARAGE CORP.,,245,E 124TH ST,,NEW YORK,NY,10035,2127367171,Manhattan,1,111,8,1087552,1017890021,MN34,242,-73.93525832086445,40.80259054341113,"(40.80259054341113, -73.93525832086445)"
0369771-DCA,03/31/2025,04/16/1997,Garage,"Vehicle Spaces: 16, Bicycle Spaces:",KINGS HIGHWAY REALTY CORP.,,5455,KINGS HWY,,BROOKLYN,NY,11203,7186290197,Brooklyn,3,317,45,3105968,3047750041,BK96,946,-73.92536039704378,40.64243065772701,"(40.64243065772701, -73.92536039704378)"
1192930-DCA,03/31/2025,03/01/2013,Garage,"Vehicle Spaces: 50, Bicycle Spaces:",QUIK PARK SWIFT LLC,,140,E 56TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1,106,4,1036625,1013100502,MN19,100,-73.9693535819049,40.76012713066171,"(40.76012713066171, -73.9693535819049)"
1347212-DCA,03/31/2025,03/15/2010,Parking Lot,"Vehicle Spaces: 75, Bicycle Spaces: 8",PITKIN PARKING INC.,,402,ROCKAWAY AVE,,BROOKLYN,NY,11212,718-290-5212,Brooklyn,3,316,41,3000000,3034990062,BK81,924,-73.91088830438608,40.670214019550734,"(40.670214019550734, -73.91088830438608)"
2109087-DCA,03/31/2025,09/28/2022,Garage,"Vehicle Spaces: 69, Bicycle Spaces: 7",SAM DAR ENTERPRISES INC,,405,FLATBUSH AVE,,BROOKLYN,NY,11238,3476149291,Brooklyn,3,308,39,3029306,3011690001,,,-73.97127071588287,40.67555883015061,"(40.67555883015061, -73.97127071588287)"
2032379-DCA,03/31/2025,01/12/2016,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 14",WEST 161ST PARKING CORP,,519,W 161ST ST,,NEW YORK,NY,10032,6469283465,Manhattan,1,112,07,1062874,1021200050,MN36,245,-73.94097206712378,40.835689432967655,"(40.835689432967655, -73.94097206712378)"
2069910-DCA,03/31/2025,04/23/2018,Garage,"Vehicle Spaces: 252, Bicycle Spaces: 21",FT. GREENE & GOLD GARAGE LLC.,,343,GOLD ST,,BROOKLYN,NY,11201,2126869800,Brooklyn,3,302,35,3393888,3020490002,BK38,15,-73.98328914866872,40.694225650268514,"(40.694225650268514, -73.98328914866872)"
1377213-DCA,03/31/2025,02/23/2011,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 5",5TH AVENUE PROPERTY & PARKING LLC,,1325,5TH AVE,,NEW YORK,NY,10026,2124211117,Manhattan,1,111,8,1086046,1016170001,MN33,17402,-73.94860847303094,40.79770616396137,"(40.79770616396137, -73.94860847303094)"
1216898-DCA,03/31/2025,01/04/2006,Garage,"Vehicle Spaces: 23, Bicycle Spaces:",WEST 145TH GARAGE CORP,,330,W 145TH ST,,NEW YORK,NY,10039,2127367171,Manhattan,1,109,7,1086223,1020510501,MN04,227,-73.94342540053778,40.823460215714306,"(40.823460215714306, -73.94342540053778)"
2114886-DCA,03/31/2025,07/06/2023,Garage,"Vehicle Spaces: 75, Bicycle Spaces: 8",PRIMA PARKING LLC,,330,E 61ST ST,,NEW YORK,NY,10065,7326084260,Manhattan,1,108,05,1044200,1014350016,,,-73.9621371061817,40.761305224664106,"(40.761305224664106, -73.9621371061817)"
1275883-DCA,03/31/2025,01/17/2008,Garage,"Vehicle Spaces: 706, Bicycle Spaces: 25",CENTURY PARKING CORP.,,2600,NETHERLAND AVE,,BRONX,NY,10463,2127367171,Bronx,2,208,11,2083247,2057220475,BX29,29302,-73.91664406885006,40.878826618149866,"(40.878826618149866, -73.91664406885006)"
0365792-DCA,03/31/2025,04/15/1997,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8","CARMEL GARAGE, INC.",,6861,YELLOWSTONE BLVD,,FOREST HILLS,NY,11375,718-544-2322,Queens,4,406,29,4052232,4022110001,QN17,739,-73.8473104750121,40.72496852211267,"(40.72496852211267, -73.8473104750121)"
2059848-DCA,03/31/2025,10/25/2017,Garage,"Vehicle Spaces: 242, Bicycle Spaces: 20",ELBA OPERATING CORP.,,575,WASHINGTON ST,,NEW YORK,NY,10014,212-929-9404,Manhattan,1,102,03,1010380,1006000029,MN23,69,-74.00926544762632,40.72934846625175,"(40.72934846625175, -74.00926544762632)"
2097893-DCA,03/31/2025,03/02/2021,Garage,"Vehicle Spaces: 22, Bicycle Spaces: 0",EIGHTY EIGHT BLEECKER CO LLC,,88,BLEECKER ST,,NEW YORK,NY,10012,2128270341,Manhattan,1,102,01,1008236,1005230038,,,-73.99646064652228,40.72682360900715,"(40.72682360900715, -73.99646064652228)"
1233573-DCA,03/31/2025,07/19/2006,Garage,"Vehicle Spaces: 134, Bicycle Spaces: 13",BREVOORT PARKING LLC,,20,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1,102,2,1009223,1005660018,MN23,59,-73.99482944304215,40.73237893253202,"(40.73237893253202, -73.99482944304215)"
1266504-DCA,03/31/2025,08/30/2007,Garage,"Vehicle Spaces: 49, Bicycle Spaces:",315 E 70 GARAGE CORP.,,315,E 70TH ST,,NEW YORK,NY,10021,2127367171,Manhattan,1,108,5,1044837,1014450007,MN31,126,-73.9585778219964,40.76718872736107,"(40.76718872736107, -73.9585778219964)"
1026633-DCA,03/31/2025,01/31/2000,Garage,"Vehicle Spaces: 267, Bicycle Spaces: 21",403 LAFAYETTE LLC,,403,LAFAYETTE ST,,NEW YORK,NY,10003,2122541263,Manhattan,1,102,2,1008770,1005440005,MN23,57,-73.99267217416283,40.72840166510179,"(40.72840166510179, -73.99267217416283)"
1129152-DCA,03/31/2025,12/23/2002,Garage,"Vehicle Spaces: 112, Bicycle Spaces: 11",EAST 14TH GARAGE CORP.,,7,E 14TH ST,,NEW YORK,NY,10003,212-736-7171,Manhattan,1,105,2,1016062,1008420007,MN13,52,-73.99324508849094,40.73585919835799,"(40.73585919835799, -73.99324508849094)"
1198215-DCA,03/31/2025,05/24/2005,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",GOLD/PEARL PARKING CORP.,,2,GOLD ST,,NEW YORK,NY,10038,2127367171,Manhattan,1,101,1,1087146,1000690018,MN25,1502,-74.00733632610573,40.70729446089098,"(40.70729446089098, -74.00733632610573)"
0819247-DCA,03/31/2025,05/17/2006,Garage,"Vehicle Spaces: 107, Bicycle Spaces: 10",RELIANT PARKING LLC,,225,W 83RD ST,,NEW YORK,NY,10024,2126869800,Manhattan,1,107,6,1084303,1012310501,MN12,171,-73.97750993775612,40.78619853703055,"(40.78619853703055, -73.97750993775612)"
2106704-DCA,03/31/2025,06/10/2022,Parking Lot,"Vehicle Spaces: 75, Bicycle Spaces: 7","GRAHAM, EUNICE",C.G. PARKING,14511,97TH AVE,,JAMAICA,NY,11435,7185236800,Queens,4,412,28,4214493,4100260023,,,-73.8064610965013,40.69699829281116,"(40.69699829281116, -73.8064610965013)"
2052724-DCA,03/31/2025,05/10/2017,Garage and Parking Lot,"Vehicle Spaces: 74, Bicycle Spaces: 8",GMH PARK INC,,4701,QUEENS BLVD,,SUNNYSIDE,NY,11104,9172140583,Queens,4,402,26,4001307,4001400010,QN31,25301,-73.91761511080148,40.74303764893263,"(40.74303764893263, -73.91761511080148)"
2096226-DCA,03/31/2025,08/19/2020,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",BROOK PARK PARKING CORP,,3322,DECATUR AVE,,BRONX,NY,10467,9174705093,Bronx,2,207,11,2117655,2033550090,,,-73.87321032891688,40.87698655588999,"(40.87698655588999, -73.87321032891688)"
0980378-DCA,03/31/2025,03/10/1998,Parking Lot,"Vehicle Spaces: 96, Bicycle Spaces: 10",CENTRAL GARAGE CORP.,,860,5TH AVE,,NEW YORK,NY,10065,2127367171,Manhattan,1,108,4,1041243,1013820069,MN40,122,-73.96920487391414,40.769470192525546,"(40.769470192525546, -73.96920487391414)"
2020003-DCA,03/31/2025,03/25/2015,Garage,"Vehicle Spaces: 67, Bicycle Spaces: 6",SP PLUS CORPORATION,,201,E 79TH ST,,NEW YORK,NY,10075,2125025490,Manhattan,1,108,05,1048509,1015250001,MN32,138,-73.95695239253023,40.77414879137533,"(40.77414879137533, -73.95695239253023)"
1001512-DCA,03/31/2025,12/31/1998,Garage,"Vehicle Spaces: 79, Bicycle Spaces: 8",650 PARKING CORP.,,650,PARK AVE,,NEW YORK,NY,10065,2124722596,Manhattan,1,108,4,1041176,1013810038,MN40,122,-73.96633565860034,40.76767981917207,"(40.76767981917207, -73.96633565860034)"
1102792-DCA,03/31/2025,09/25/2003,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",311 PARKING CORP.,,311,W 50TH ST,,NEW YORK,NY,10019,2125869760,Manhattan,1,104,3,1086093,1010410019,MN15,133,-73.98682768721685,40.76260346752565,"(40.76260346752565, -73.98682768721685)"
2091594-DCA,03/31/2025,10/22/2019,Garage,"Vehicle Spaces: 54, Bicycle Spaces: 5",PARK 24 LLC,,200,E 24TH ST,,NEW YORK,NY,10010,2126757777,Manhattan,1,106,02,1019782,1009040050,,,-73.98260299779788,40.73945919772029,"(40.73945919772029, -73.98260299779788)"
1010035-DCA,03/31/2025,05/20/1999,Garage,"Vehicle Spaces: 48, Bicycle Spaces:",5TH AVENUE GARAGE CORP.,,96,5TH AVE,,NEW YORK,NY,10011,2127367171,Manhattan,1,105,3,1015292,1008160042,MN13,54,-73.99320171300515,40.736592044865525,"(40.736592044865525, -73.99320171300515)"
2096502-DCA,03/31/2025,09/25/2020,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0",WEST 15 PARK LLC,,84,14TH ST,,BROOKLYN,NY,11215,2123606300,Brooklyn,3,306,39,3426351,3010390020,,,-73.99488121099446,40.66909561146527,"(40.66909561146527, -73.99488121099446)"
1323180-DCA,03/31/2025,06/19/2009,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",73RD STREET PARKING CORP.,,1257,3RD AVE,,NEW YORK,NY,10021,2127367171,Manhattan,1,108,4,1085193,1014270001,MN31,126,-73.9603883991646,40.77002742574141,"(40.77002742574141, -73.9603883991646)"
2069421-DCA,03/31/2025,04/13/2018,Parking Lot,"Vehicle Spaces: 125, Bicycle Spaces: 0",IDLEWILD REALTY LLC,Crowne Plaza JFK Airport New York City,13810,135TH AVE,,JAMAICA,NY,11436,,Queens,4,412,28,4262608,4120930020,QN76,792,-73.79971851611973,40.66778779215038,"(40.66778779215038, -73.79971851611973)"
0816759-DCA,03/31/2025,03/27/1997,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9","THE CARNEGIE GARAGE, LTD.",,1675,3RD AVE,,NEW YORK,NY,10128,9172612368,Manhattan,1,108,4,1048916,1015390001,MN32,154,-73.95038141572569,40.78373900276993,"(40.78373900276993, -73.95038141572569)"
2020399-DCA,03/31/2025,04/02/2015,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",AP ETON MANAGEMENT LLC,,345,E 81ST ST,,NEW YORK,NY,10028,2128795969,Manhattan,1,108,05,1049854,1015440019,MN32,138,-73.95295196974553,40.77418290900943,"(40.77418290900943, -73.95295196974553)"
1416193-DCA,03/31/2025,01/03/2012,Garage,"Vehicle Spaces: 160, Bicycle Spaces: 16",SUPREME 85 PARKING LLC,,85,LIVINGSTON ST,,BROOKLYN,NY,11201,718-694-2060,Brooklyn,3,302,33,3002556,3002660012,BK09,9,-73.99082636537561,40.691429578417775,"(40.691429578417775, -73.99082636537561)"
1036915-DCA,03/31/2025,06/08/2000,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",160 PARKING CORP.,,160,E 65TH ST,,NEW YORK,NY,10065,2127367171,Manhattan,1,108,4,1042369,1013990033,MN40,120,-73.96473382779567,40.76567567891482,"(40.76567567891482, -73.96473382779567)"
2051104-DCA,03/31/2025,04/12/2017,Garage and Parking Lot,"Vehicle Spaces: 77, Bicycle Spaces: 8",LENOX PARKING GARAGE LLC,,380,LENOX AVE,,NEW YORK,NY,10027,2032029746,Manhattan,1,110,09,1081375,1017277501,MN03,208,-73.94357018002275,40.810378951035936,"(40.810378951035936, -73.94357018002275)"
1246280-DCA,03/31/2025,01/09/2007,Garage,"Vehicle Spaces: 50, Bicycle Spaces:",525-535 GARAGE CORP.,,535,E 86TH ST,,NEW YORK,NY,10028,2127367171,Manhattan,1,108,5,1051265,1015830015,MN32,14402,-73.9457950464788,40.77537647036446,"(40.77537647036446, -73.9457950464788)"
2043525-DCA,03/31/2025,09/12/2016,Parking Lot,"Vehicle Spaces: 98, Bicycle Spaces: 10",MYRTLE AVE PARKING LLC,,5960,DECATUR ST,,RIDGEWOOD,NY,11385,5163016061,Queens,4,405,34,4458766,4035900105,QN20,557,-73.89618134675595,40.699804069078844,"(40.699804069078844, -73.89618134675595)"
1116799-DCA,03/31/2025,09/22/2004,Garage,"Vehicle Spaces: 209, Bicycle Spaces: 20",EAST 97TH PARKING CORP.,,175,E 96TH ST,,NEW YORK,NY,10128,2123488364,Manhattan,1,111,8,1082901,1016240033,MN33,15802,-73.94993236337781,40.78545426730592,"(40.78545426730592, -73.94993236337781)"
1172406-DCA,03/31/2025,06/30/2004,Garage,"Vehicle Spaces: 115, Bicycle Spaces: 12",PARK KWIK LLC,,55,WASHINGTON ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,302,33,3000088,3000380001,BK38,21,-73.9896021730919,40.70272968157668,"(40.70272968157668, -73.9896021730919)"
2068286-DCA,03/31/2025,03/23/2018,Garage,"Vehicle Spaces: 160, Bicycle Spaces: 16",2 NORTH 6TH PARKING CORP,,2,N 6TH ST,,BROOKLYN,NY,11249,2127367171,Brooklyn,3,301,33,,,BK73,555,-73.96313084405962,40.72027974697928,"(40.72027974697928, -73.96313084405962)"
1072122-DCA,03/31/2025,01/31/2001,Garage,"Vehicle Spaces: 175, Bicycle Spaces: 17",CHELSEA SEVENTH GARAGE CORP.,,252,7TH AVE,,NEW YORK,NY,10001,212-736-7171,Manhattan,1,104,3,1014176,1007740501,MN13,91,-73.99486453806858,40.745185947140094,"(40.745185947140094, -73.99486453806858)"
1185592-DCA,03/31/2025,12/01/2004,Garage,"Vehicle Spaces: 51, Bicycle Spaces: 5","BARROW STREET GARAGE, LLC",,3,SHERIDAN SQ,,NEW YORK,NY,10014,212-242-9791,Manhattan,1,102,3,1010188,1005910026,MN23,71,-74.0022010223876,40.73291425468548,"(40.73291425468548, -74.0022010223876)"
1320741-DCA,03/31/2025,06/02/2009,Garage,"Vehicle Spaces: 44, Bicycle Spaces:",201 PEARL PARKING CORP.,,201,PEARL ST,,NEW YORK,NY,10038,2127367171,Manhattan,1,101,1,1087832,1000690006,MN25,1502,-74.0067411431161,40.706767502627876,"(40.706767502627876, -74.0067411431161)"
2103406-DCA,03/31/2025,01/11/2022,Garage,"Vehicle Spaces: 702, Bicycle Spaces: 16","ONE PARKING 703, INC.",,21010,23RD AVE,,BAYSIDE,NY,11360,5618337222,Queens,4,407,19,4131229,4058937501,,,-73.78095382312794,40.779295392459005,"(40.779295392459005, -73.78095382312794)"
1089427-DCA,03/31/2025,08/01/2001,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",PRESTIGE GARAGE CORP.,,25,SUTTON PL S,,NEW YORK,NY,10022,2127367171,Manhattan,1,106,5,1040722,1013710038,MN19,10601,-73.96129883322268,40.75647968543223,"(40.75647968543223, -73.96129883322268)"
1208122-DCA,03/31/2025,08/26/2005,Garage,"Vehicle Spaces: 29, Bicycle Spaces:",80 JOHN GARAGE CORP.,,80,JOHN ST,,NEW YORK,NY,10038,212-736-7171,Manhattan,1,101,1,1001115,1000680501,MN25,1502,-74.00688558850159,40.70843905513205,"(40.70843905513205, -74.00688558850159)"
1061198-DCA,03/31/2025,05/11/2006,Garage,"Vehicle Spaces: 166, Bicycle Spaces: 16",101 WEST END PARKING LLC,,101,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1,107,6,1085785,1011710062,MN14,151,-73.98863409148143,40.77506478010212,"(40.77506478010212, -73.98863409148143)"
1040945-DCA,03/31/2025,07/25/2000,Parking Lot,"Vehicle Spaces: 250, Bicycle Spaces: 21",1545 PARKING LLC,METRO PARKING,1545,JEROME AVE,,BRONX,NY,10452,718-731-8253,Bronx,2,204,16,2115197,2028590051,BX63,209,-73.91535104575455,40.84351785647894,"(40.84351785647894, -73.91535104575455)"
2096718-DCA,10/08/2023,10/22/2020,Garage,"Vehicle Spaces: 48, Bicycle Spaces: 0",RIVERSIDE BLVD GARAGE LLC,,100,RIVERSIDE BLVD,,NEW YORK,NY,10069,6465840409,Manhattan,1,107,06,1087705,1011717505,,,-73.98972071186016,40.7760063270789,"(40.7760063270789, -73.98972071186016)"
2112924-DCA,08/10/2023,05/01/2023,Garage and Parking Lot,"Vehicle Spaces: 122, Bicycle Spaces: 12",WATERLINE 1 OPERATING LLC,,10,RIVERSIDE BLVD,,NEW YORK,NY,10069,2125755335,Manhattan,1,107,06,1089741,1011717512,,,-73.99298497792196,40.773042255236476,"(40.773042255236476, -73.99298497792196)"
2082746-DCA,08/20/2023,03/01/2019,Garage,"Vehicle Spaces: 184, Bicycle Spaces: 18",HALLETTS POINT GARAGE LLC,,2601,1ST ST,,LIC,NY,11102,6465840409,Queens,4,401,22,4617681,4009157501,QN71,87,-73.93549999922519,40.776834112831594,"(40.776834112831594, -73.93549999922519)"
2113416-DCA,09/03/2023,05/16/2023,Garage and Parking Lot,"Vehicle Spaces: 80, Bicycle Spaces: 8",601 WEST 29TH STREET PARKING CORP,,311,11TH AVE,,NEW YORK,NY,10001,212-736-7171,Manhattan,1,104,03,1091671,1006750012,,,-74.0040171753845,40.753011268221584,"(40.753011268221584, -74.0040171753845)"
2109270-DCA,03/31/2025,10/11/2022,Garage and Parking Lot,"Vehicle Spaces: 42, Bicycle Spaces: 0",PP MGMT CEJ CORP,,2917,40TH AVE,,LONG ISLAND CITY,NY,11101,718-729-7276,Queens,4,401,26,4623074,4003990034,,,-73.93537947477927,40.75220546996098,"(40.75220546996098, -73.93537947477927)"
2096033-DCA,03/31/2025,07/23/2020,Parking Lot,"Vehicle Spaces: 567, Bicycle Spaces: 23",ABRT SERVICES INC,PURCHASE PARK 2 FLY,12370,S CONDUIT AVE,,SOUTH OZONE PARK,NY,11420,9085528888,Queens,4,410,28,,,,,-73.81781513024558,40.66480959132227,"(40.66480959132227, -73.81781513024558)"
2100664-DCA,10/09/2023,08/05/2021,Garage,"Vehicle Spaces: 115, Bicycle Spaces: 12",200 WEST 67TH STREET GARAGE LLC,,150,AMSTERDAM AVE,,NEW YORK,NY,10023,6465840409,Manhattan,1,107,06,1088576,1011587507,,,-73.98418591467373,40.77514659761228,"(40.77514659761228, -73.98418591467373)"
2027983-DCA,10/04/2023,09/03/2015,Garage,"Vehicle Spaces: 9, Bicycle Spaces: 0",SHERWOOD 21 GARAGE LLC,,500,W 21ST ST,,NEW YORK,NY,10011,2129808000,Manhattan,1,104,03,1080297,1006920030,MN13,99,-74.00519330122299,40.74642931599236,"(40.74642931599236, -74.00519330122299)"
2115015-DCA,03/31/2025,07/12/2023,Parking Lot,"Vehicle Spaces: 49, Bicycle Spaces: 0",JAPAN USED TIRES CORP.,,1892,JEROME AVE,,BRONX,NY,10453,7186205200,Bronx,2,205,14,2008233,2028520009,,,-73.91074875627379,40.849926023051395,"(40.849926023051395, -73.91074875627379)"
2114957-DCA,03/31/2025,07/10/2023,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9",EZ PARK CORP,,9729,64TH RD,,REGO PARK,NY,11374,9298017013,Queens,4,406,29,4622920,4020917502,,,-73.85895796611763,40.72938048440189,"(40.72938048440189, -73.85895796611763)"
2114770-DCA,03/31/2025,06/29/2023,Garage,"Vehicle Spaces: 1315, Bicycle Spaces: 31",Rego Center Garage LLC,,6135,JUNCTION BLVD,,rego park,NY,11374,2128947000,Queens,4,404,21,4047312,4019180025,,,-73.86509785193647,40.73522594105913,"(40.73522594105913, -73.86509785193647)"
2110143-DCA,08/29/2023,12/08/2022,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8",PG PARKING LLC,,411,W 35TH ST,,NEW YORK,NY,10001,2018000358,Manhattan,1,104,03,1000000,1007330023,,,-73.99635090509237,40.75429582170935,"(40.75429582170935, -73.99635090509237)"
2036650-DCA,03/31/2025,04/27/2016,Garage,"Vehicle Spaces: 74, Bicycle Spaces: 8",IMPARK 1199 PA LLC,,1199,PARK AVE,,NEW YORK,NY,10128,212-937-8660,Manhattan,1,108,04,1048412,1015230001,MN40,15801,-73.95342436048222,40.78533770791952,"(40.78533770791952, -73.95342436048222)"
2088815-DCA,10/09/2023,07/29/2019,Garage and Parking Lot,"Vehicle Spaces: 120, Bicycle Spaces: 12",SP PLUS CORPORATION,,333,SCHERMERHORN ST,,BROOKLYN,NY,11217,2123217621,Brooklyn,3,302,33,3418263,3001670013,BK38,37,-73.9812428536092,40.687143829296204,"(40.687143829296204, -73.9812428536092)"
2111561-DCA,08/31/2023,03/13/2023,Garage,"Vehicle Spaces: 124, Bicycle Spaces: 12",82-27 BAXTER PARKING LLC,,4025,82ND ST,,ELMHURST,NY,11373,6318161177,Queens,4,404,25,4619702,4014930015,,,-73.88380121778016,40.746938982389054,"(40.746938982389054, -73.88380121778016)"
